query_id,query_text,query_intent,expected_category_l2,difficulty,candidate_rank,source_index_rank,similarity_score,product_id,title,candidate_category_l2,candidate_raw_label,candidate_attributes,image_path,relevance_grade,review_notes
earphone_01,适合通勤的无线蓝牙入耳式耳机,无线、蓝牙、入耳式,耳机,multi_attribute,17,176,0.274209,617312923135,漫步者H270P入耳式有线耳机高音质耳塞重低音乐带麦立体声电脑安卓vivo正品oppo手机华为苹果小米男女通用,耳机,耳机/耳麦,"{""耳机类别"":[""手机线控耳机"",""HIFI耳机""],""佩戴方式"":[""入耳式""],""耳机与播放设备连接方式"":[""有线连接""],""是否无线"":[""有线""]}",data/images/week1_v3/617312923135.webp,0,
earphone_01,适合通勤的无线蓝牙入耳式耳机,无线、蓝牙、入耳式,耳机,multi_attribute,18,178,0.274082,608426906212,安克anker powercore 10000移动电源PD快充迷你充电宝USB-C快充,移动电源,移动电源,{},data/images/week1_v3/608426906212.webp,0,
earphone_01,适合通勤的无线蓝牙入耳式耳机,无线、蓝牙、入耳式,耳机,multi_attribute,19,181,0.273244,601768324618,艾本c200a四六级听力耳机大学英语fm头戴式 调频无线耳机四级专用46 专四专八中考保护听力耳机口语雅思学生,耳机,耳机/耳麦,"{""耳机类别"":[""无线耳机"",""翻译耳机""],""佩戴方式"":[""头戴式""],""是否无线"":[""无线""]}",data/images/week1_v3/601768324618.webp,0,
earphone_01,适合通勤的无线蓝牙入耳式耳机,无线、蓝牙、入耳式,耳机,multi_attribute,20,195,0.267097,587180176821,BYZ S389入耳式手机耳机兼容3.5mm接口通用带线控支持语音K歌清晰,耳机,手机耳机,"{""佩戴方式"":[""入耳式""]}",data/images/week1_v3/587180176821.webp,0,
earphone_02,带麦克风和线控的有线耳塞,有线、耳塞、带麦克风和线控,耳机,multi_attribute,1,8,0.346528,621400991855,游戏耳机入耳式吃鸡听声辩位专用电竞四核双动圈有线高音质手机通用男女重低音带麦K歌HIFI苹果安卓主动降噪,耳机,耳机/耳麦,"{""佩戴方式"":[""入耳式""],""耳机与播放设备连接方式"":[""有线连接""],""是否无线"":[""有线""],""是否有麦克风"":[""有""],""是否线控"":[""是""]}",data/images/week1_v3/621400991855.webp,2,
earphone_02,带麦克风和线控的有线耳塞,有线、耳塞、带麦克风和线控,耳机,multi_attribute,2,14,0.342083,561194272917,IM原装正品手机耳麦 OPPOMH133 r11 r9 r7 r9plus r9s 入耳式耳机,耳机,耳机/耳麦,"{""佩戴方式"":[""入耳式""],""耳机与播放设备连接方式"":[""有线连接""],""是否无线"":[""有线""],""是否有麦克风"":[""有""],""是否线控"":[""是""]}",data/images/week1_v3/561194272917.webp,2,
earphone_02,带麦克风和线控的有线耳塞,有线、耳塞、带麦克风和线控,耳机,multi_attribute,3,22,0.332881,590454993449,Shure/舒尔SE846娄氏十单元动铁耳机入耳式diy有线蓝牙高音质圈铁,耳机,耳机/耳麦,"{""佩戴方式"":[""入耳式""],""是否无线"":[""有线""],""是否有麦克风"":[""有""],""是否线控"":[""是""]}",data/images/week1_v3/590454993449.webp,2,
earphone_02,带麦克风和线控的有线耳塞,有线、耳塞、带麦克风和线控,耳机,multi_attribute,4,32,0.329048,612638540610,havit/海威特I97蓝牙耳机通用真无线双耳运动跑步入耳式超长待机,耳机,蓝牙耳机,"{""佩戴方式"":[""入耳式""]}",data/images/week1_v3/612638540610.webp,0,
earphone_02,带麦克风和线控的有线耳塞,有线、耳塞、带麦克风和线控,耳机,multi_attribute,5,33,0.328229,587180176821,BYZ S389入耳式手机耳机兼容3.5mm接口通用带线控支持语音K歌清晰,耳机,手机耳机,"{""佩戴方式"":[""入耳式""],""是否线控"":[""是""]}",data/images/week1_v3/587180176821.webp,2,
earphone_02,带麦克风和线控的有线耳塞,有线、耳塞、带麦克风和线控,耳机,multi_attribute,6,54,0.320163,556404503382,驾驶员单边单线耳机挂耳式耳塞带麦有线控通话手机耳麦左右通用,耳机,手机耳机,"{""佩戴方式"":[""挂耳式""],""是否线控"":[""是""]}",data/images/week1_v3/556404503382.webp,2,
earphone_02,带麦克风和线控的有线耳塞,有线、耳塞、带麦克风和线控,耳机,multi_attribute,7,59,0.317764,571248535069,JBL T280BT无线蓝牙耳机跑步运动耳塞防汗防水磁吸入耳式金属耳麦,耳机,蓝牙耳机,"{""佩戴方式"":[""入耳式""],""耳机与播放设备连接方式"":[""蓝牙连接""]}",data/images/week1_v3/571248535069.webp,0,
earphone_02,带麦克风和线控的有线耳塞,有线、耳塞、带麦克风和线控,耳机,multi_attribute,8,65,0.313249,587823728552,VIVO iQOO耳机原装弯头游戏专用电竟vivoiqoo3吃鸡Z1 pro iqooneo,耳机,手机耳机,"{""佩戴方式"":[""入耳式""],""是否线控"":[""是""]}",data/images/week1_v3/587823728552.webp,2,
earphone_02,带麦克风和线控的有线耳塞,有线、耳塞、带麦克风和线控,耳机,multi_attribute,9,70,0.307969,609321986854,白恩新款BH590呼叫中心话务员客服电销头戴式无线蓝牙5.0耳机耳麦,耳机,蓝牙耳机,"{""佩戴方式"":[""头戴式""],""耳机与播放设备连接方式"":[""蓝牙连接""]}",data/images/week1_v3/609321986854.webp,0,
earphone_02,带麦克风和线控的有线耳塞,有线、耳塞、带麦克风和线控,耳机,multi_attribute,10,101,0.295958,606532556056,顺丰金士顿HYPERX天际全包耳手机无线蓝牙耳机头戴式带话麦Cloud打游戏吃鸡电竞有线连接Mix监来呀运动健身房,耳机,耳机/耳麦,"{""耳机与播放设备连接方式"":[""蓝牙连接""],""是否线控"":[""是""]}",data/images/week1_v3/606532556056.webp,0,
earphone_02,带麦克风和线控的有线耳塞,有线、耳塞、带麦克风和线控,耳机,multi_attribute,11,129,0.286963,559329008070,Hion/北恩FOR900呼叫中心话务员头戴式电销客服电脑电话耳机耳麦,耳机,耳机/耳麦,"{""佩戴方式"":[""头戴式""],""是否无线"":[""有线""],""是否有麦克风"":[""有""],""是否线控"":[""否""]}",data/images/week1_v3/559329008070.webp,0,
earphone_02,带麦克风和线控的有线耳塞,有线、耳塞、带麦克风和线控,耳机,multi_attribute,12,133,0.285774,617312923135,漫步者H270P入耳式有线耳机高音质耳塞重低音乐带麦立体声电脑安卓vivo正品oppo手机华为苹果小米男女通用,耳机,耳机/耳麦,"{""佩戴方式"":[""入耳式""],""耳机与播放设备连接方式"":[""有线连接""],""是否无线"":[""有线""],""是否有麦克风"":[""有""],""是否线控"":[""是""]}",data/images/week1_v3/617312923135.webp,2,
earphone_02,带麦克风和线控的有线耳塞,有线、耳塞、带麦克风和线控,耳机,multi_attribute,13,134,0.285653,619598651152,口红蓝牙耳机女生款可爱单耳无线蓝牙学生党半入耳式小型迷你肉色超隐形不闪灯女士小巧华为苹果安卓通用耳塞,耳机,蓝牙耳机,"{""佩戴方式"":[""耳塞式""],""耳机与播放设备连接方式"":[""蓝牙连接""]}",data/images/week1_v3/619598651152.jpg,0,
earphone_02,带麦克风和线控的有线耳塞,有线、耳塞、带麦克风和线控,耳机,multi_attribute,14,146,0.281683,579600375674,国行Apple/苹果 AirPods二代 无线蓝牙耳机/单只补配 左耳右耳充,耳机,蓝牙耳机,"{""佩戴方式"":[""入耳式""]}",data/images/week1_v3/579600375674.webp,0,
earphone_02,带麦克风和线控的有线耳塞,有线、耳塞、带麦克风和线控,耳机,multi_attribute,15,168,0.273938,621656965008,绿联 蓝牙耳机tws真无线长待机续航大电量单双耳入耳式隐形防水运动跑步通用安卓适用苹果华为小米手机,耳机,蓝牙耳机,"{""佩戴方式"":[""耳塞式""],""耳机与播放设备连接方式"":[""蓝牙连接""]}",data/images/week1_v3/621656965008.webp,0,
earphone_02,带麦克风和线控的有线耳塞,有线、耳塞、带麦克风和线控,耳机,multi_attribute,16,169,0.273643,615406528064,OPPO ENCO M31蓝牙耳机oppo蓝牙耳机encom31无线挂脖式原装正品双耳入耳式塞降噪oppo手机通用oppoencom31,耳机,蓝牙耳机,"{""佩戴方式"":[""挂耳式""]}",data/images/week1_v3/615406528064.webp,0,
earphone_02,带麦克风和线控的有线耳塞,有线、耳塞、带麦克风和线控,耳机,multi_attribute,17,192,0.266032,581300584985,维肯蓝牙耳机无线蓝牙超长续航运动耳机跑步不掉小米苹果华为安卓通用入耳式耳塞开车专用隐形耳返七夕礼物,耳机,蓝牙耳机,"{""佩戴方式"":[""入耳式""],""耳机与播放设备连接方式"":[""蓝牙连接""]}",data/images/week1_v3/581300584985.webp,0,
earphone_02,带麦克风和线控的有线耳塞,有线、耳塞、带麦克风和线控,耳机,multi_attribute,18,203,0.2619,597205994580,JBL T280 TWS真无线蓝牙耳机5.0运动跑步迷你入耳挂耳式防水耳塞,耳机,耳机/耳麦,"{""佩戴方式"":[""入耳式""],""耳机与播放设备连接方式"":[""蓝牙连接""],""是否无线"":[""无线""],""是否有麦克风"":[""有""],""是否线控"":[""耳机机身按键控制""]}",data/images/week1_v3/597205994580.webp,0,
earphone_02,带麦克风和线控的有线耳塞,有线、耳塞、带麦克风和线控,耳机,multi_attribute,19,206,0.261109,612182471234,BOSE 700无线降噪蓝牙耳机头戴式主动降噪蓝牙耳机运动耳麦,耳机,耳机/耳麦,"{""是否线控"":[""耳机机身按键控制""]}",data/images/week1_v3/612182471234.webp,0,
earphone_02,带麦克风和线控的有线耳塞,有线、耳塞、带麦克风和线控,耳机,multi_attribute,20,229,0.249524,562137902252,Sony/索尼 WH-1000XM3 1000XM4头戴式无线降噪蓝牙通话商务耳机,耳机,耳机/耳麦,"{""佩戴方式"":[""头戴式""],""是否无线"":[""无线""],""是否有麦克风"":[""有""],""是否线控"":[""是""]}",data/images/week1_v3/562137902252.jpg,0,
earphone_03,头戴式游戏耳机,头戴式、游戏用途,耳机,attribute,1,25,0.286171,609321986854,白恩新款BH590呼叫中心话务员客服电销头戴式无线蓝牙5.0耳机耳麦,耳机,蓝牙耳机,"{""佩戴方式"":[""头戴式""],""耳机类别"":[""主动降噪耳机""]}",data/images/week1_v3/609321986854.webp,0,
earphone_03,头戴式游戏耳机,头戴式、游戏用途,耳机,attribute,2,33,0.281832,580333585585,达尔优LM109执法官台式电脑鼠标牧马人游戏有线发光USB吃鸡电脑笔记本办公家用LOL电竞大司马骚男外设店CF,鼠标,有线鼠标,{},data/images/week1_v3/580333585585.webp,0,
earphone_03,头戴式游戏耳机,头戴式、游戏用途,耳机,attribute,3,37,0.279693,587823728552,VIVO iQOO耳机原装弯头游戏专用电竟vivoiqoo3吃鸡Z1 pro iqooneo,耳机,手机耳机,"{""佩戴方式"":[""入耳式""]}",data/images/week1_v3/587823728552.webp,0,
earphone_03,头戴式游戏耳机,头戴式、游戏用途,耳机,attribute,4,43,0.275933,606532556056,顺丰金士顿HYPERX天际全包耳手机无线蓝牙耳机头戴式带话麦Cloud打游戏吃鸡电竞有线连接Mix监来呀运动健身房,耳机,耳机/耳麦,"{""耳机类别"":[""游戏耳机""]}",data/images/week1_v3/606532556056.webp,2,
earphone_03,头戴式游戏耳机,头戴式、游戏用途,耳机,attribute,5,47,0.271572,556404503382,驾驶员单边单线耳机挂耳式耳塞带麦有线控通话手机耳麦左右通用,耳机,手机耳机,"{""佩戴方式"":[""挂耳式""]}",data/images/week1_v3/556404503382.webp,0,
earphone_03,头戴式游戏耳机,头戴式、游戏用途,耳机,attribute,6,61,0.26605,526413502198,赛睿有线鼠标维修理永不双击连击换新品黄金触点微动移动失灵挑垫,鼠标,有线鼠标,{},data/images/week1_v3/526413502198.webp,0,
earphone_03,头戴式游戏耳机,头戴式、游戏用途,耳机,attribute,7,65,0.264413,572645689177,Hifiman ANANDA平板振膜hifi头戴式电脑音乐耳罩式耳机,耳机,耳机/耳麦,"{""佩戴方式"":[""头戴式""],""耳机类别"":[""HIFI耳机"",""监听耳机""],""是否有麦克风"":[""无""]}",data/images/week1_v3/572645689177.webp,1,
earphone_03,头戴式游戏耳机,头戴式、游戏用途,耳机,attribute,8,68,0.263018,613838754353,机械键盘青轴复古电镀朋克机械键盘有线游戏和平精英吃鸡游戏办公,键盘,键盘,{},data/images/week1_v3/613838754353.webp,0,
earphone_03,头戴式游戏耳机,头戴式、游戏用途,耳机,attribute,9,84,0.260563,611024203808,森松尼海洋之心典藏版青轴机械键盘,键盘,键盘,{},data/images/week1_v3/611024203808.webp,0,
earphone_03,头戴式游戏耳机,头戴式、游戏用途,耳机,attribute,10,95,0.257035,535288743349,黑爵AK60樱桃轴机械键盘cherry原厂青轴黑轴茶轴红轴电竞侧刻RGB,键盘,键盘,{},data/images/week1_v3/535288743349.webp,0,
earphone_03,头戴式游戏耳机,头戴式、游戏用途,耳机,attribute,11,115,0.253325,561194272917,IM原装正品手机耳麦 OPPOMH133 r11 r9 r7 r9plus r9s 入耳式耳机,耳机,耳机/耳麦,"{""佩戴方式"":[""入耳式""],""耳机类别"":[""手机线控耳机"",""HIFI耳机""],""是否有麦克风"":[""有""]}",data/images/week1_v3/561194272917.webp,0,
earphone_03,头戴式游戏耳机,头戴式、游戏用途,耳机,attribute,12,116,0.252924,624045706761,英菲克M602游戏充电无线鼠标静音无声发光lol机械电竞办公联想电脑家用cf穿越火线吃鸡宏台式笔记本专用无限,鼠标,无线鼠标,{},data/images/week1_v3/624045706761.webp,0,
earphone_03,头戴式游戏耳机,头戴式、游戏用途,耳机,attribute,13,123,0.252051,615426464241,雷蛇技术正品赛德斯烽影牧马人机械键盘鼠标套装有线青轴黑轴电竞,键盘,键盘,{},data/images/week1_v3/615426464241.webp,0,
earphone_03,头戴式游戏耳机,头戴式、游戏用途,耳机,attribute,14,138,0.247801,621646793043,正品雷蛇技术双飞燕血手幽灵B975光轴三代电竞游戏真机械键盘背光,键盘,键盘,{},data/images/week1_v3/621646793043.webp,0,
earphone_03,头戴式游戏耳机,头戴式、游戏用途,耳机,attribute,15,153,0.244467,559329008070,Hion/北恩FOR900呼叫中心话务员头戴式电销客服电脑电话耳机耳麦,耳机,耳机/耳麦,"{""佩戴方式"":[""头戴式""],""耳机类别"":[""主动降噪耳机"",""HIFI耳机""],""是否有麦克风"":[""有""]}",data/images/week1_v3/559329008070.webp,0,
earphone_03,头戴式游戏耳机,头戴式、游戏用途,耳机,attribute,16,156,0.243921,574970160109,磁动力ZK23光轴机械键盘 LK光轴电脑电竞酒店游戏专用网咖RGB蓝光,键盘,键盘,{},data/images/week1_v3/574970160109.webp,0,
earphone_03,头戴式游戏耳机,头戴式、游戏用途,耳机,attribute,17,157,0.243911,621593539222,雷蛇技术正品黑爵蒸汽朋克游戏机械键盘黑轴青轴茶轴红轴电竞网红,键盘,键盘,{},data/images/week1_v3/621593539222.webp,0,
earphone_03,头戴式游戏耳机,头戴式、游戏用途,耳机,attribute,18,182,0.239901,601065850690,斗鱼DKM150主播吃鸡机械键盘电竞游戏电脑青轴黑轴红轴茶轴104键魔兽世界专用全键无冲有线发光键盘lol,键盘,键盘,{},data/images/week1_v3/601065850690.webp,0,
earphone_03,头戴式游戏耳机,头戴式、游戏用途,耳机,attribute,19,194,0.238219,551505692433,英菲克PM6无线游戏鼠标充电静音电脑台式笔记本办公家用无限光电电竞吃鸡牧马人机械男女生苹果华硕联想小米,鼠标,无线鼠标,{},data/images/week1_v3/551505692433.webp,0,
earphone_03,头戴式游戏耳机,头戴式、游戏用途,耳机,attribute,20,201,0.237651,598779879631,MVTV梦田 M520海妖职业电子竞技游戏RGB鼠标七彩流光网吧吃鸡包邮,鼠标,有线鼠标,{},data/images/week1_v3/598779879631.webp,0,
keyboard_01,USB接口有线机械键盘,USB、有线、机械键盘,键盘,multi_attribute,1,1,0.365696,574970160109,磁动力ZK23光轴机械键盘 LK光轴电脑电竞酒店游戏专用网咖RGB蓝光,键盘,键盘,"{""接口类型"":[""USB""],""是否无线"":[""有线""],""是否机械键盘"":[""是""]}",data/images/week1_v3/574970160109.webp,2,
keyboard_01,USB接口有线机械键盘,USB、有线、机械键盘,键盘,multi_attribute,2,5,0.354297,616655671226,官网雷蛇技术正品【现货速发】银雕召唤师 真机械键盘青轴黑轴茶,键盘,键盘,"{""接口类型"":[""USB""],""是否无线"":[""有线""],""是否机械键盘"":[""是""]}",data/images/week1_v3/616655671226.webp,2,
keyboard_01,USB接口有线机械键盘,USB、有线、机械键盘,键盘,multi_attribute,3,14,0.348803,621593539222,雷蛇技术正品黑爵蒸汽朋克游戏机械键盘黑轴青轴茶轴红轴电竞网红,键盘,键盘,"{""接口类型"":[""USB""],""是否无线"":[""有线""],""是否机械键盘"":[""是""]}",data/images/week1_v3/621593539222.webp,2,
keyboard_01,USB接口有线机械键盘,USB、有线、机械键盘,键盘,multi_attribute,4,24,0.345593,601065850690,斗鱼DKM150主播吃鸡机械键盘电竞游戏电脑青轴黑轴红轴茶轴104键魔兽世界专用全键无冲有线发光键盘lol,键盘,键盘,"{""接口类型"":[""USB""],""是否无线"":[""有线""],""是否机械键盘"":[""是""]}",data/images/week1_v3/601065850690.webp,2,
keyboard_01,USB接口有线机械键盘,USB、有线、机械键盘,键盘,multi_attribute,5,30,0.344898,611024203808,森松尼海洋之心典藏版青轴机械键盘,键盘,键盘,"{""接口类型"":[""USB""],""是否无线"":[""有线""],""是否机械键盘"":[""是""]}",data/images/week1_v3/611024203808.webp,2,
keyboard_01,USB接口有线机械键盘,USB、有线、机械键盘,键盘,multi_attribute,6,42,0.342821,613623155562,OA 104键轻薄静音水晶机械键盘全键无冲防水背光游戏办公金属面板,键盘,键盘,"{""接口类型"":[""USB""],""是否无线"":[""有线""],""是否机械键盘"":[""是""]}",data/images/week1_v3/613623155562.webp,2,
keyboard_01,USB接口有线机械键盘,USB、有线、机械键盘,键盘,multi_attribute,7,44,0.342427,535288743349,黑爵AK60樱桃轴机械键盘cherry原厂青轴黑轴茶轴红轴电竞侧刻RGB,键盘,键盘,"{""接口类型"":[""USB""],""是否无线"":[""有线""],""是否机械键盘"":[""是""]}",data/images/week1_v3/535288743349.webp,2,
keyboard_01,USB接口有线机械键盘,USB、有线、机械键盘,键盘,multi_attribute,8,66,0.33604,615883126177,官方正品黑峡谷(Hyeku)GK706游戏机械键盘青轴茶轴红轴电竞专用电,键盘,键盘,"{""接口类型"":[""USB""],""是否无线"":[""有线""],""是否机械键盘"":[""是""]}",data/images/week1_v3/615883126177.webp,2,
keyboard_01,USB接口有线机械键盘,USB、有线、机械键盘,键盘,multi_attribute,9,74,0.333503,613838754353,机械键盘青轴复古电镀朋克机械键盘有线游戏和平精英吃鸡游戏办公,键盘,键盘,"{""接口类型"":[""USB""],""是否无线"":[""有线""],""是否机械键盘"":[""轻机械键盘""]}",data/images/week1_v3/613838754353.webp,2,
keyboard_01,USB接口有线机械键盘,USB、有线、机械键盘,键盘,multi_attribute,10,78,0.333345,606784877914,S500时尚超薄有线电脑办公家用游戏台式笔记本通用USB背光键盘,键盘,键盘,"{""接口类型"":[""USB""],""是否无线"":[""有线""],""是否机械键盘"":[""否""]}",data/images/week1_v3/606784877914.webp,0,
keyboard_01,USB接口有线机械键盘,USB、有线、机械键盘,键盘,multi_attribute,11,92,0.327757,604304655707,游戏机械键盘MY轴 青轴 红轴 黑轴静音有线usb真键盘电脑台式防水,键盘,键盘,"{""接口类型"":[""USB""],""是否无线"":[""有线""],""是否机械键盘"":[""是""]}",data/images/week1_v3/604304655707.webp,2,
keyboard_01,USB接口有线机械键盘,USB、有线、机械键盘,键盘,multi_attribute,12,99,0.325362,622189803860,正品雷蛇技术美商海盗船K68RGB防尘防水泼溅电竞背光机械键盘海盗,键盘,键盘,"{""接口类型"":[""USB""],""是否无线"":[""有线""],""是否机械键盘"":[""是""]}",data/images/week1_v3/622189803860.webp,2,
keyboard_01,USB接口有线机械键盘,USB、有线、机械键盘,键盘,multi_attribute,13,107,0.323546,616655611311,官网雷蛇技术正品新盟曼巴狂蛇真机械键盘青轴黑轴茶轴104键蒸汽,键盘,键盘,"{""接口类型"":[""USB""],""是否无线"":[""有线""],""是否机械键盘"":[""是""]}",data/images/week1_v3/616655611311.webp,2,
keyboard_01,USB接口有线机械键盘,USB、有线、机械键盘,键盘,multi_attribute,14,120,0.320728,621341696263,正品雷蛇技术HP/惠普K500机械手感有线键盘台式电脑笔记本外接办,键盘,键盘,"{""接口类型"":[""USB""],""是否无线"":[""有线""],""是否机械键盘"":[""否""]}",data/images/week1_v3/621341696263.webp,0,
keyboard_01,USB接口有线机械键盘,USB、有线、机械键盘,键盘,multi_attribute,15,122,0.320419,621646793043,正品雷蛇技术双飞燕血手幽灵B975光轴三代电竞游戏真机械键盘背光,键盘,键盘,"{""接口类型"":[""USB""],""是否无线"":[""有线""],""是否机械键盘"":[""是""]}",data/images/week1_v3/621646793043.webp,2,
