product_id,category_l1,category_l2,attribute_checklist,core_attribute_count,generated_title,selling_points,short_description,format_valid,auto_exact_matched_count,matched_attribute_count,fluency_pass,factual_error_count,category_style_pass,review_notes
621846828786,3C数码,移动电源,品牌=倍电 | 型号=14口机柜带广告屏幕 | 电池容量=5100mah | 电池类型=锂离子电池 | 电芯类型=圆柱状铝壳 | 外壳材质=塑料 | 充电协议=BC1.2,7,倍电14口机柜带广告屏幕移动电源 5100mAh,内置5100mAh大容量锂离子电池，持久续航 | 采用BC1.2充电协议，安全快速充电 | 优质塑料外壳设计，耐用稳固,倍电14口机柜带广告屏幕移动电源，搭载5100mAh大容量锂电池，支持BC1.2快充协议，确保设备快速充电。采用坚固耐用的塑料材质，确保长期使用稳定性。,1,6,6,1,4,1,圆柱铝壳电芯未表达；5100mAh长续航、BC1.2安全快充及塑料耐用缺少依据
624105227976,3C数码,移动电源,"品牌=乔威 | 型号=JP90/199/221/213 | 电池容量=10050mah | 电池类型=锂聚合物电池 | 电芯类型=软包 | 外壳材质=合金 | 充电协议=QC3.0,PE3.0,PD3.0 | 最大输出功率=22.5W",8,乔威JP90/199/221/213 10050mAh锂聚合物软包合金移动电源,支持PD3.0快充协议，充电迅速高效 | 合金外壳设计，坚固耐用 | 三重快充协议兼容多种设备,乔威JP90/199/221/213移动电源采用10050mAh大容量锂聚合物软包电池，搭配合金外壳，坚固耐用。支持PD3.0、QC3.0和PE3.0三重快充协议，满足不同设备充电需求。,1,6,7,1,0,1,22.5W未表达；未见明显事实错误
556245210015,3C数码,耳机,"品牌=EARDO/忆动 | 型号=E01-2 | 佩戴方式=入耳式 | 耳机类别=游戏耳机,手机线控耳机 | 耳机与播放设备连接方式=有线连接",5,EARDO忆动E01-2入耳式游戏手机线控耳机,入耳式设计，提供稳定舒适的佩戴体验 | 支持有线连接，确保低延迟游戏体验 | 配备手机线控，方便接听电话与控制音量,EARDO E01-2是一款专为游戏和日常使用设计的入耳式耳机，采用有线连接方式，确保游戏时无延迟传输。耳机内置线控，轻松实现电话接听和音量调节。适合长时间游戏和通话需求，带来更佳听觉享受。,1,4,5,1,2,1,有线不保证无延迟；接听电话未由线控属性充分证实
565706870969,3C数码,耳机,品牌=Remax/睿量 | 型号=RB-T20 | 佩戴方式=挂耳式 | 蓝牙版本=4.1 | 功能=通话功能,5,Remax RB-T20 挂耳式蓝牙4.1耳机,支持通话功能，确保清晰沟通 | 采用蓝牙4.1技术，信号稳定无干扰 | 挂耳式设计，稳固舒适佩戴,Remax RB-T20是一款挂耳式的蓝牙耳机，具备通话功能，确保通话清晰。采用先进的蓝牙4.1技术，信号传输稳定，无惧干扰。适合多种场合使用，稳固舒适的设计让用户在运动或通勤时也能享受音乐。,1,4,5,1,2,1,通话清晰与蓝牙4.1无干扰缺少依据
588442419126,3C数码,耳机,品牌=DACOM | 型号=Athlete+ | 佩戴方式=挂耳式 | 耳机类别=真无线耳机 | 耳机与播放设备连接方式=蓝牙连接 | 蓝牙版本=5.0 | 功能=支持音乐,7,DACOM Athlete+ 挂耳式真无线蓝牙5.0耳机,支持蓝牙5.0技术，传输更稳定 | 挂耳式设计，运动时更稳固 | 真无线设计，便捷随身听音乐,DACOM Athlete+ 挂耳式真无线耳机采用蓝牙5.0技术，连接稳定快速；适合各种场合使用，尤其适合运动爱好者，稳固佩戴不易掉落；随时随地享受音乐带来的乐趣。,1,5,7,1,0,1,未见明显事实错误
598781167153,3C数码,耳机,"品牌=SIVGA | 型号=SM001 | 佩戴方式=入耳式 | 耳机类别=智能耳机,监听耳机,HIFI耳机 | 耳机与播放设备连接方式=有线连接",5,SIVGA SM001 入耳式智能监听HIFI有线耳机,入耳式设计，贴合耳朵提供舒适佩戴体验 | 有线连接稳定可靠，音质传输无延迟 | 适用于专业录音监听及音乐欣赏,SIVGA SM001是一款入耳式智能监听HIFI有线耳机，专为专业音频需求设计。采用入耳式佩戴方式，确保舒适贴合。通过有线连接，提供稳定的音质传输，无延迟干扰。适合音乐爱好者和专业人士使用，无论是录音监听还是日常聆听都能带来出色表现。,1,4,5,1,1,1,有线连接不保证音质传输无延迟
600661711292,3C数码,耳机,品牌=Edifier/漫步者 | 型号=W281BT颈挂式 | 佩戴方式=入耳式 | 耳机类别=智能耳机 | 耳机与播放设备连接方式=蓝牙连接 | 蓝牙版本=5.0 | 功能=通话功能,7,Edifier W281BT智能蓝牙入耳式耳机,采用5.0蓝牙技术，信号传输稳定 | 具备智能通话功能，通话清晰 | 入耳式设计，佩戴舒适稳固,Edifier W281BT智能蓝牙入耳式耳机，采用5.0蓝牙技术，确保了稳定的信号传输和清晰的通话质量。特别设计的入耳式佩戴方式，带来稳固舒适的使用体验。,1,3,6,1,1,1,型号中的颈挂式未表达；通话清晰缺少音频参数依据
603102363927,3C数码,耳机,品牌=other/其他 | 型号=TW60 | 佩戴方式=入耳式 | 耳机类别=真无线耳机 | 耳机与播放设备连接方式=蓝牙连接 | 蓝牙版本=5.0 | 功能=支持音乐,7,TW60蓝牙5.0入耳式真无线耳机,支持蓝牙5.0连接，传输更快更稳定 | 入耳式设计，佩戴稳固舒适 | 专为音乐爱好者打造,TW60是一款入耳式的真无线耳机，采用蓝牙5.0技术，确保了快速稳定的连接体验。适合追求高品质音乐享受的您，佩戴舒适稳固，带来出色的听觉享受。,1,4,6,1,1,1,品牌为占位值；高品质听觉体验缺少音质依据
607358884242,3C数码,耳机,品牌=庞派 | 型号=P47 | 佩戴方式=头戴式 | 蓝牙版本=5.0,4,庞派 P47 头戴式蓝牙5.0耳机,支持蓝牙5.0技术，传输更稳定，连接更快 | 头戴式设计，长时间佩戴舒适不滑落 | 高清晰音质，还原真实声音细节,庞派P47头戴式蓝牙5.0耳机采用头戴式设计，佩戴稳固不易滑落。搭载蓝牙5.0技术，确保无线连接更加稳定快速。配备高品质扬声器，带来纯净通透的听觉享受，满足您对音质的高标准需求。,1,4,4,1,1,1,高清音质、高品质扬声器等缺少输入依据
613735876059,3C数码,耳机,"品牌=Philips/飞利浦 | 型号=SHP2000 | 佩戴方式=头戴式 | 耳机类别=监听耳机,HIFI耳机,普通耳机 | 耳机与播放设备连接方式=蓝牙连接 | 功能=听力辅助功能",6,Philips SHP2000 头戴式监听HIFI普通耳机 蓝牙连接,采用蓝牙连接技术，无线自由听音乐 | 头戴式设计，长时间佩戴舒适稳固 | 监听级音质，还原真实声音细节,Philips SHP2000是一款头戴式的监听HIFI普通耳机，支持蓝牙连接，带来无线自由的听觉体验。长时间佩戴依然舒适稳固，确保音质还原真实细节，满足您对高保真音质的追求。,1,4,5,1,0,1,听力辅助功能未表达；未见明显事实错误
614533597181,3C数码,耳机,品牌=sena(摩托车) | 型号=50s | 佩戴方式=头戴式 | 耳机类别=主动降噪耳机 | 耳机与播放设备连接方式=蓝牙连接 | 蓝牙版本=5.0 | 功能=语音控制,7,SENAB 50S 头戴式主动降噪蓝牙耳机,支持蓝牙5.0技术，传输稳定快速 | 内置语音控制功能，操作便捷 | 主动降噪设计，有效降低环境噪音,SENAB 50S 头戴式主动降噪蓝牙耳机采用头戴式设计，确保佩戴舒适。它支持最新的蓝牙5.0技术，提供稳定的无线连接体验。耳机内建语音控制功能，让操控更加便捷。此外，其先进的主动降噪技术能够显著减少外界干扰，提升音质体验。,1,4,6,1,1,1,品牌sena被写成SENAB
615386178525,3C数码,耳机,品牌=菲尼泰 | 型号=漫威联名AirPro耳机 | 佩戴方式=入耳式 | 耳机类别=真无线耳机 | 耳机与播放设备连接方式=蓝牙连接 | 蓝牙版本=5.0 | 功能=电量显示,7,菲尼泰漫威联名AirPro真无线入耳式耳机,蓝牙5.0稳定连接，音质更清晰 | 内置电量显示，随时掌握电量状态 | 真无线设计，轻松佩戴舒适便捷,菲尼泰漫威联名AirPro真无线入耳式耳机采用蓝牙5.0技术，确保连接稳定且音质出众。耳机配备电量显示功能，让您可以随时查看剩余电量。入耳式设计，佩戴稳固，满足日常使用需求。,1,4,7,1,1,1,蓝牙5.0不能推出音质更清晰或出众
621360527079,3C数码,耳机,品牌=other/其他 | 型号=3米主播耳机 | 佩戴方式=耳塞式 | 耳机类别=监听耳机,4,3米耳塞式监听耳机，专业主播必备,超长线缆设计，确保录制无干扰 | 耳塞式佩戴舒适，适合长时间使用 | 监听级音质，清晰还原声音细节,3米主播耳机采用耳塞式设计，专为长时间录音和直播打造。超长线缆确保录制过程中的自由移动，不会因距离问题影响录音质量。耳机提供舒适的佩戴体验，长时间使用也不会感到疲劳。音质方面，它具备监听级标准，能够清晰还原声音细节，适用于专业主播和音频制作人。,1,3,3,1,3,1,品牌为占位值；录制无干扰、长戴不疲劳及清晰还原细节缺少依据
624110108481,3C数码,耳机,品牌=陈星 | 型号=双耳蓝牙耳机 | 耳机类别=真无线耳机 | 耳机与播放设备连接方式=蓝牙连接 | 蓝牙版本=5.0 | 功能=支持音乐,6,陈星双耳真无线蓝牙5.0耳机,蓝牙5.0技术，传输更稳定 | 真无线设计，佩戴舒适无束缚 | 支持音乐播放，随时享受好音质,这款陈星双耳真无线蓝牙耳机采用最新的蓝牙5.0技术，确保了稳定的音频传输体验。佩戴舒适度高，适合长时间使用。支持音乐播放功能，让您随时随地享受高品质音乐。,1,3,6,1,1,1,高品质音乐体验缺少音质依据
624112334484,3C数码,耳机,品牌=Jabra/捷波朗 | 佩戴方式=挂耳式 | 耳机类别=真无线耳机 | 耳机与播放设备连接方式=蓝牙连接 | 蓝牙版本=4.2 | 功能=多点连接,6,Jabra捷波朗真无线挂耳式蓝牙4.2耳机,支持多点连接，智能切换设备 | 蓝牙4.2版本，稳定传输更远距离 | 挂耳式设计，佩戴稳固舒适,Jabra捷波朗真无线挂耳式蓝牙耳机，采用4.2版本蓝牙技术，确保稳定高效连接。支持多点连接，可同时连接两台设备并智能切换。挂耳式设计让佩戴更加稳固舒适，适合长时间使用。,1,3,6,1,1,1,蓝牙4.2不能保证更远传输距离
15246761632,3C数码,键盘,品牌=双飞燕 | 接口类型=USB | 是否无线=有线 | 是否机械键盘=否 | 是否有多媒体功能键=有 | 有无手托=有,6,双飞燕有线USB接口多媒体功能键游戏键盘带手托,有线设计确保稳定高效输入 | 配备多媒体快捷键提高办公效率 | 舒适手托设计减轻长时间使用的疲劳,这款双飞燕有线键盘采用USB接口，提供稳定高效的输入体验。键盘设有多媒体功能键，方便用户快速操作，提升工作效率。同时，附带的手托设计让用户在长时间使用时也能保持舒适，有效减少手部压力。,1,5,5,1,1,1,非机械属性未表达；游戏键盘用途无输入依据
543556617866,3C数码,键盘,品牌=Hello Kitty | 型号=kt-201 | 接口类型=USB | 是否无线=有线 | 是否机械键盘=否 | 是否有多媒体功能键=无 | 有无手托=无,7,Hello Kitty kt-201 有线USB键盘,经典Hello Kitty设计，可爱有加 | 采用USB接口，连接稳定快速 | 有线键盘设计，使用更安全可靠,这款Hello Kitty kt-201有线USB键盘，采用经典卡通形象设计，既美观又实用。通过USB接口连接电脑，操作简单，传输速度快。作为一款有线键盘，它能够提供更为稳定和可靠的使用体验。,1,4,4,1,1,1,三个否定属性未表达；有线不保证更安全
559685535453,3C数码,键盘,品牌=翼蛇 | 型号=K6 | 接口类型=USB | 是否无线=有线 | 是否机械键盘=是 | 是否有多媒体功能键=有 | 有无手托=无,7,翼蛇K6有线机械键盘 USB接口 多媒体功能键,采用USB接口设计，连接稳定快捷 | 内置高品质机械轴体，手感更佳 | 配备多媒体快捷键，办公娱乐两相宜,翼蛇K6有线机械键盘采用USB接口设计，提供稳定便捷的连接体验。搭载高品质机械轴体，确保每一次按键都精准有力。键盘设有多媒体功能键，方便用户在办公和娱乐时快速切换音量、播放等操作。,1,5,6,1,0,1,无手托未表达；未见明显事实错误
583601853144,3C数码,键盘,品牌=MageGee | 型号=机械风暴套装 | 接口类型=USB | 是否无线=有线 | 是否有多媒体功能键=有 | 有无手托=无,6,MageGee机械风暴套装有线键盘,支持USB接口，连接稳定高效 | 配备多媒体功能键，操作便捷 | 无手托设计，紧凑型布局节省空间,MageGee机械风暴套装有线键盘采用USB接口设计，确保了设备间的稳定连接。拥有专门的多媒体控制键，便于快速调整音量、播放音乐等。键盘采用紧凑型设计，无需额外的手托，节省桌面空间，适合多种使用场景。,1,6,6,1,1,1,由无手托推为紧凑型布局缺少依据
590008960085,3C数码,键盘,品牌=B.O.W | 型号=HB028 | 接口类型=蓝牙 | 是否无线=无线 | 是否机械键盘=否 | 是否有多媒体功能键=无 | 有无手托=无,7,B.O.W HB028 蓝牙无线电脑键盘,蓝牙无线连接，操作便捷 | 简约设计，适合多种电脑使用 | 轻巧便携，易于携带,B.O.W HB028蓝牙无线键盘采用简约设计，轻巧便携，适用于多种电脑设备。通过蓝牙无线连接，操作更加便捷高效，满足日常办公和娱乐需求。,1,6,4,1,2,1,三个否定属性未表达；简约设计和轻巧便携缺少外观尺寸依据
601009119510,3C数码,键盘,"品牌=富德 | 型号=IK8300 | 接口类型=蓝牙,USB | 是否无线=无线 | 是否机械键盘=否 | 是否有多媒体功能键=有 | 有无手托=无",7,富德 IK8300 蓝牙+USB无线多媒体键盘,支持蓝牙和USB双模式连接，适应多种设备 | 内置多媒体控制键，轻松管理音量和播放 | 采用无线设计，使用更灵活自由,富德 IK8300 是一款无线蓝牙+USB键盘，支持多种连接方式，配备多媒体控制键，方便快捷地调整音量和播放。键盘设计简洁实用，满足日常办公与娱乐需求。,1,5,5,1,0,1,非机械和无手托未表达；未见明显事实错误
614181544723,3C数码,键盘,品牌=Logitech/罗技 | 接口类型=USB | 是否无线=有线 | 是否机械键盘=是 | 是否有多媒体功能键=有,5,Logitech/罗技有线机械键盘，USB接口，带多媒体快捷键,采用机械轴体设计，提供更佳手感与更长使用寿命 | USB有线连接，稳定性高，无延迟 | 配备多媒体功能键，轻松控制音量与播放,这款罗技有线机械键盘采用高品质机械轴体，确保卓越的打字体验和长久使用。通过USB接口连接，保证数据传输稳定可靠，无网络延迟问题。同时，它还内置多媒体功能键，方便用户进行快速操作，提升工作效率。,1,4,5,1,1,1,机械键盘寿命更长未提供依据
615882518927,3C数码,键盘,品牌=Ajazz/黑爵 | 型号=AK35Ip | 接口类型=USB | 是否无线=有线 | 是否机械键盘=是 | 是否有多媒体功能键=有 | 有无手托=无,7,AJazz 黑爵 AK35Ip 有线机械键盘 USB接口,全机械轴体设计，手感出色 | 配备多媒体快捷键，操作高效便捷 | USB有线连接，稳定性高,AJazz 黑爵 AK35Ip 有线机械键盘采用全机械轴体，提供出色的打字体验。拥有多媒体功能键，满足办公娱乐多种需求。通过USB接口稳定连接，确保键盘操作流畅无延迟。,1,5,6,1,0,1,无手托未表达
616205758872,3C数码,键盘,品牌=AULA/狼蛛 | 型号=F2068朋克机械键盘 | 接口类型=USB | 是否无线=有线 | 是否机械键盘=是 | 是否有多媒体功能键=有 | 有无手托=无,7,AULA狼蛛F2068朋克机械键盘 USB有线设计,支持多媒体快捷键，操作便捷高效 | 采用优质机械轴体，手感出色 | 有线传输稳定可靠，无需担心信号干扰,AULA狼蛛F2068朋克机械键盘，采用USB有线连接，提供稳定的键盘输入体验。配备多种多媒体功能键，满足日常办公娱乐需求。采用机械轴体设计，带来出色的打字手感。,1,5,6,1,0,1,无手托未表达；未见明显事实错误
617920658390,3C数码,键盘,"品牌=FUNKING | 型号=ifk28 | 接口类型=USB,蓝牙 | 是否无线=无线 | 是否机械键盘=否 | 是否有多媒体功能键=无",6,FUNKING ifk28 无线蓝牙双接口电脑键盘,双接口设计，兼容USB与蓝牙，轻松连接多台设备 | 无线操作无延迟，提供流畅稳定的使用体验 | 便捷的无线传输技术，无需频繁插拔线缆,FUNKING ifk28无线蓝牙双接口电脑键盘采用USB和蓝牙双重连接方式，确保兼容性和灵活性。无线设计减少线缆束缚，提升移动办公效率。适用于多种场合，轻松连接您的设备。,1,5,4,1,1,1,非机械及无多媒体键未表达；双接口不等于可连接多台设备
618733106466,3C数码,键盘,品牌=RK | 型号=S108 | 接口类型=USB | 是否无线=有线 | 是否机械键盘=是 | 是否有多媒体功能键=有 | 有无手托=有,7,RK S108有线机械键盘，配备多媒体键与手托,RK品牌，S108型号，确保品质卓越 | 有线设计稳定可靠，避免无线键盘信号不稳定问题 | 内置多媒体功能键，便捷操控音乐与视频,RK S108键盘采用有线连接方式，提供稳定的使用体验。作为一款机械键盘，它具有出色的打字手感。此外，键盘还配备了多媒体控制键以及手托设计，提高长时间使用的舒适度。,1,5,7,1,1,1,品牌型号不能保证品质卓越
621593735132,3C数码,键盘,品牌=Technology/新盟 | 型号=X9-VR版 | 接口类型=USB | 是否无线=有线 | 是否机械键盘=是 | 是否有多媒体功能键=有 | 有无手托=无,7,Technology新盟X9-VR版有线机械键盘 USB接口,采用USB接口设计，连接稳定快速 | 机械键盘手感出色，操作反馈直接 | 内置多媒体快捷键，提升工作效率,Technology新盟X9-VR版有线机械键盘，配备USB接口，确保连接稳定高效。搭载机械键盘，提供出色的打字体验与直接反馈。拥有多媒体快捷键，方便快速切换音乐、调整音量等功能，提升使用便捷性。,1,4,6,1,0,1,无手托未表达；未见明显事实错误
8443620439,3C数码,键盘,品牌=ViewSonic/优派 | 接口类型=USB | 是否无线=有线 | 是否机械键盘=否 | 是否有多媒体功能键=有 | 有无手托=无,6,优派有线USB键盘，实用多媒体功能键设计,采用USB接口，连接稳定快捷 | 配备多媒体功能键，操作更便捷 | 有线设计确保游戏时无延迟,这款优派有线USB键盘，通过USB接口轻松接入电脑，提供稳定快速的连接体验。键盘内置多媒体功能键，方便用户在听歌、看视频时进行快捷控制。特别适合游戏玩家使用，有线连接无延迟，确保游戏过程流畅无阻。,1,4,4,1,0,1,非机械和无手托未表达
2859211238,3C数码,鼠标,品牌=Logitech/罗技 | 接口类型=USB | 工作方式=光电 | 光学分辨率=其他/other | 按键数=11,5,罗技光电11键USB无线鼠标,采用光电传感技术，提供精准定位体验 | 11个独立按键设计，操作更便捷高效 | USB接口快速连接，即插即用方便快捷,罗技这款光电鼠标的光学传感技术确保了卓越的追踪精度，而11个独立按键的设计使得用户能够进行更加精细的操作。通过USB接口连接，这款鼠标不仅安装简单，还支持快速启动，是办公和游戏的理想选择。,1,3,4,1,1,1,分辨率为占位值；无线方式未由输入证实
42149170939,3C数码,鼠标,品牌=Microsoft/微软 | 工作方式=蓝影 | 光学分辨率=1000dpi | 按键数=4个 | 无线技术=2.4GHz | 电源方式=1节5号电池,6,Microsoft/微软 1000dpi 蓝影 2.4GHz无线 4键鼠标,采用1000dpi蓝影光学技术，精准捕捉细微移动 | 2.4GHz无线连接，信号稳定无干扰 | 配备1节5号电池供电，使用便捷,此款微软鼠标具备1000dpi蓝影光学分辨率，确保操作流畅准确；通过2.4GHz无线技术实现快速响应，有效避免干扰；内置1节5号电池供电，方便快捷。,1,5,6,1,3,1,1000dpi不保证精准定位；2.4GHz不保证无干扰或快速响应
544826941132,3C数码,鼠标,品牌=Logitech/罗技 | 接口类型=串口 | 工作方式=光电 | 光学分辨率=8200dpi | 按键数=10个 | 无线技术=2.4GHz | 电源方式=一节五号电池,7,罗技光电串口8200dpi10键鼠标,采用2.4GHz无线技术，确保稳定高效连接 | 内置一节五号电池供电，方便快捷 | 8200dpi高分辨率，精准定位，操作更顺畅,这款罗技光电鼠标通过2.4GHz无线技术实现快速稳定的连接，配备8200dpi高分辨率传感器，保证精准定位和流畅操作。鼠标设计简洁，采用一节五号电池供电，便于使用和维护。拥有10个按键，满足多种操作需求。,1,6,7,1,1,1,8200dpi不保证精准定位
565468950564,3C数码,鼠标,品牌=富德 | 型号=V1 | 工作方式=光电 | 光学分辨率=1600dpi | 按键数=3个 | 无线技术=2.4GHz | 电源方式=1节5号电池,7,富德V1 2.4G光电无线鼠标 1600dpi 三键设计,采用2.4G无线传输技术，信号稳定无干扰 | 1600dpi高分辨率，精准定位更流畅 | 内置1节5号电池供电，使用便捷持久,富德V1无线光电鼠标，配备2.4G无线技术，确保高速传输和稳定连接；1600dpi高分辨率，提供精确的追踪体验；内置1节5号电池供电，方便省电，满足日常办公和游戏需求。,1,5,7,1,2,1,1600dpi不保证精准定位；2.4GHz不保证无干扰
572739978355,3C数码,鼠标,品牌=E-3LUE/宜博 | 型号=EMS128 | 接口类型=USB | 工作方式=光电 | 光学分辨率=1600dpi | 按键数=6个,6,E-3LUE宜博 EMS128光电USB鼠标,6键设计，操作便捷高效 | 1600dpi高分辨率，精准定位 | USB接口即插即用，安装简单,E-3LUE宜博 EMS128光电USB鼠标采用6键设计，操作更为便捷高效；搭载1600dpi高分辨率，确保精准定位；支持USB接口，即插即用，安装简单快捷。,1,4,6,1,1,1,1600dpi不保证精准定位
578515650928,3C数码,鼠标,品牌=钛度 | 型号=TSG301 | 接口类型=USB | 工作方式=光电 | 光学分辨率=其他/other,5,钛度 TSG301 USB光电鼠标,光电技术，精准定位，快速响应 | USB接口设计，即插即用方便快捷 | 适合多种操作需求，办公娱乐两相宜,钛度TSG301是一款采用光电技术的USB鼠标，确保了精确的定位和快速的响应速度。通过简单的USB接口连接即可使用，方便快捷。适用于日常办公和游戏娱乐等多种场景，满足不同用户的操作需求。,1,4,4,1,1,1,分辨率为占位值；光电方式不保证精准定位
