product_id,category_l1,category_l2,attribute_checklist,core_attribute_count,generated_title,selling_points,short_description,format_valid,auto_exact_matched_count,matched_attribute_count,fluency_pass,factual_error_count,category_style_pass,review_notes
621846828786,3C数码,移动电源,品牌=倍电 | 型号=14口机柜带广告屏幕 | 电池容量=5100mah | 电池类型=锂离子电池 | 电芯类型=圆柱状铝壳 | 外壳材质=塑料 | 充电协议=BC1.2,7,倍电14口机柜带广告屏幕移动电源5100mAh,采用5100mAh大容量锂离子电池，满足多设备同时充电需求 | 圆柱状铝壳电芯设计，安全可靠，保障充电安全 | BC1.2充电协议支持，兼容性强，适用于多种设备,倍电14口机柜带广告屏幕移动电源，配备5100mAh大容量锂离子电池，采用圆柱状铝壳电芯设计，确保充电安全。支持BC1.2充电协议，兼容性好，适用于多种设备。,1,6,6,1,1,1,圆柱状铝壳电芯不足以保证充电安全；塑料外壳未表达
624105227976,3C数码,移动电源,"品牌=乔威 | 型号=JP90/199/221/213 | 电池容量=10050mah | 电池类型=锂聚合物电池 | 电芯类型=软包 | 外壳材质=合金 | 充电协议=QC3.0,PE3.0,PD3.0 | 最大输出功率=22.5W",8,乔威 JP90/199/221/213 10050mAh 锂聚合物软包合金移动电源,支持QC3.0、PE3.0、PD3.0多种充电协议，兼容性强 | 采用10050mAh大容量电池，满足长时间使用需求 | 合金材质外壳，坚固耐用，质感出色,乔威JP90/199/221/213移动电源，配备10050mAh大容量锂聚合物软包电池，支持多种快充协议，最大输出功率可达22.5W，适用于各种电子设备，是您出行的最佳伴侣。,1,7,8,1,0,1,未发现明显事实错误
556245210015,3C数码,耳机,"品牌=EARDO/忆动 | 型号=E01-2 | 佩戴方式=入耳式 | 耳机类别=游戏耳机,手机线控耳机 | 耳机与播放设备连接方式=有线连接",5,EARDO E01-2 入耳式游戏手机线控耳机,专为游戏设计，提供沉浸式音效体验 | 支持有线连接，确保稳定传输 | 入耳式设计，长时间佩戴舒适不累,EARDO E01-2是一款专为游戏爱好者打造的入耳式耳机，采用有线连接方式，确保音质传输稳定。它不仅适用于手机，还能作为游戏耳机使用，提供清晰的语音沟通和沉浸式的音效体验。长时间佩戴依然舒适，适合各种游戏场景。,1,4,5,1,1,1,未提供麦克风或通话参数，清晰语音沟通依据不足
565706870969,3C数码,耳机,品牌=Remax/睿量 | 型号=RB-T20 | 佩戴方式=挂耳式 | 蓝牙版本=4.1 | 功能=通话功能,5,Remax RB-T20 挂耳式蓝牙4.1耳机,采用蓝牙4.1技术，信号稳定传输距离更远 | 挂耳式设计，佩戴舒适稳固不易脱落 | 具备通话功能，随时随地接听电话,Remax RB-T20是一款挂耳式蓝牙耳机，支持蓝牙4.1版本，确保了稳定的无线连接和更远的传输距离。其独特的挂耳设计让佩戴更加稳固舒适，即使在运动时也能保持稳固。此外，这款耳机还配备了通话功能，方便您在忙碌的工作或生活中随时接听电话。,1,4,5,1,0,1,未发现明显事实错误
588442419126,3C数码,耳机,品牌=DACOM | 型号=Athlete+ | 佩戴方式=挂耳式 | 耳机类别=真无线耳机 | 耳机与播放设备连接方式=蓝牙连接 | 蓝牙版本=5.0 | 功能=支持音乐,7,DACOM Athlete+ 挂耳式真无线蓝牙5.0耳机,采用蓝牙5.0技术，信号稳定传输距离更远 | 挂耳式设计，佩戴稳固舒适，运动无忧 | 支持蓝牙连接，轻松连接各种智能设备,DACOM Athlete+ 挂耳式真无线蓝牙5.0耳机，专为追求音质与便捷的用户打造。采用先进的蓝牙5.0技术，确保稳定的无线连接和更远的传输距离。独特的挂耳式设计，佩戴稳固舒适，适合长时间使用或运动时佩戴。支持蓝牙连接，方便与手机、平板等智能设备配对，享受高品质音乐体验。,1,5,7,1,0,1,未发现明显事实错误
598781167153,3C数码,耳机,"品牌=SIVGA | 型号=SM001 | 佩戴方式=入耳式 | 耳机类别=智能耳机,监听耳机,HIFI耳机 | 耳机与播放设备连接方式=有线连接",5,SIVGA SM001 入耳式智能监听HIFI有线耳机,采用入耳式设计，佩戴舒适稳固 | 智能耳机，适合多种音频需求 | 有线连接稳定可靠，音质清晰,SIVGA SM001是一款入耳式的智能监听HIFI有线耳机。它专为追求高品质音乐体验的用户设计，采用入耳式佩戴方式，确保稳固舒适。作为智能耳机，它能够满足不同场景下的音频需求。通过有线连接，提供稳定可靠的音质表现，让您享受纯净的音乐世界。,1,5,5,1,0,1,未发现明显事实错误
600661711292,3C数码,耳机,品牌=Edifier/漫步者 | 型号=W281BT颈挂式 | 佩戴方式=入耳式 | 耳机类别=智能耳机 | 耳机与播放设备连接方式=蓝牙连接 | 蓝牙版本=5.0 | 功能=通话功能,7,Edifier W281BT智能蓝牙入耳式耳机,采用5.0蓝牙技术，连接稳定快速 | 具备通话功能，清晰通话质量 | 入耳式设计，佩戴舒适稳固,Edifier W281BT智能蓝牙入耳式耳机，采用先进的5.0蓝牙技术，确保连接稳定且快速；内置通话功能，提供清晰的通话体验；入耳式设计，佩戴时更加稳固舒适，适合长时间使用。,1,3,7,1,0,1,未发现明显事实错误
603102363927,3C数码,耳机,品牌=other/其他 | 型号=TW60 | 佩戴方式=入耳式 | 耳机类别=真无线耳机 | 耳机与播放设备连接方式=蓝牙连接 | 蓝牙版本=5.0 | 功能=支持音乐,7,TW60真无线蓝牙5.0入耳式耳机,采用蓝牙5.0技术，传输更稳定 | 入耳式设计，佩戴舒适稳固 | 支持音乐播放，享受高品质音效,TW60真无线蓝牙5.0入耳式耳机，采用先进的蓝牙5.0技术，确保信号传输稳定；入耳式设计，佩戴稳固舒适；支持音乐播放功能，带来优质的听觉体验。,1,4,6,1,0,1,未发现明显事实错误；品牌为占位值且未表达
607358884242,3C数码,耳机,品牌=庞派 | 型号=P47 | 佩戴方式=头戴式 | 蓝牙版本=5.0,4,庞派P47头戴式蓝牙5.0耳机,采用蓝牙5.0技术，信号稳定传输距离更远 | 头戴式设计，长时间佩戴舒适稳固 | 专为3C数码设备打造，音质清晰细腻,庞派P47头戴式蓝牙5.0耳机，专为3C数码设备设计，采用先进的蓝牙5.0技术，确保信号稳定传输，距离更远；头戴式佩戴方式，长时间使用依然舒适稳固；音质清晰细腻，带来高品质听觉享受。,1,4,4,1,1,1,未提供音质参数，音质清晰细腻依据不足
613735876059,3C数码,耳机,"品牌=Philips/飞利浦 | 型号=SHP2000 | 佩戴方式=头戴式 | 耳机类别=监听耳机,HIFI耳机,普通耳机 | 耳机与播放设备连接方式=蓝牙连接 | 功能=听力辅助功能",6,Philips SHP2000 头戴式监听耳机 蓝牙连接 HIFI音质,采用蓝牙连接技术，确保无线传输稳定无干扰。 | 专为监听设计，提供高保真音质，还原真实声音。 | 具备听力辅助功能，适合专业人士使用，提升听觉体验。,Philips SHP2000是一款头戴式的监听耳机，支持蓝牙连接，适用于HIFI音质追求者。它不仅能够提供清晰、真实的音频表现，还特别设计了听力辅助功能，满足专业需求。,1,5,6,1,1,1,听力辅助功能不能直接说明适合专业人士
614533597181,3C数码,耳机,品牌=sena(摩托车) | 型号=50s | 佩戴方式=头戴式 | 耳机类别=主动降噪耳机 | 耳机与播放设备连接方式=蓝牙连接 | 蓝牙版本=5.0 | 功能=语音控制,7,Sena 50s 头戴式主动降噪蓝牙耳机,采用5.0蓝牙技术，连接稳定快速 | 支持语音控制，操作便捷 | 头戴式设计，长时间佩戴舒适,Sena 50s是一款头戴式的主动降噪蓝牙耳机，搭载5.0蓝牙技术，确保连接稳定且快速；配备语音控制功能，让操作更加便捷；采用头戴式设计，适合长时间佩戴，佩戴舒适度高。,1,4,7,1,0,1,未发现明显事实错误
615386178525,3C数码,耳机,品牌=菲尼泰 | 型号=漫威联名AirPro耳机 | 佩戴方式=入耳式 | 耳机类别=真无线耳机 | 耳机与播放设备连接方式=蓝牙连接 | 蓝牙版本=5.0 | 功能=电量显示,7,菲尼泰漫威联名AirPro真无线入耳式蓝牙5.0耳机,采用蓝牙5.0技术，信号稳定传输距离更远 | 入耳式设计，佩戴舒适稳固不易掉落 | 内置电量显示功能，随时掌握耳机状态,菲尼泰漫威联名AirPro真无线入耳式耳机，采用先进的蓝牙5.0技术，确保稳定的无线连接和更远的传输距离。入耳式设计让耳机更加贴合耳朵，佩戴稳固不易脱落。耳机具备电量显示功能，方便用户随时查看剩余电量。,1,4,7,1,0,1,未发现明显事实错误
621360527079,3C数码,耳机,品牌=other/其他 | 型号=3米主播耳机 | 佩戴方式=耳塞式 | 耳机类别=监听耳机,4,3米耳塞式监听耳机,适合长时间录音与直播的专业监听耳机 | 采用耳塞式设计，佩戴舒适稳固 | 专为音频录制优化，提供清晰音质,这款3米耳塞式监听耳机专为长时间录音与直播设计，采用耳塞式佩戴方式，确保长时间使用下的舒适度。它特别适用于音频录制，能够提供清晰、自然的音质，是专业主播和录音师的理想选择。,1,2,3,1,0,1,未发现明显事实错误；品牌为占位值且未表达
624110108481,3C数码,耳机,品牌=陈星 | 型号=双耳蓝牙耳机 | 耳机类别=真无线耳机 | 耳机与播放设备连接方式=蓝牙连接 | 蓝牙版本=5.0 | 功能=支持音乐,6,陈星双耳蓝牙5.0真无线耳机,采用5.0蓝牙技术，信号稳定传输更远。 | 真无线设计，轻松实现左右耳独立控制。 | 支持音乐播放，享受高品质音频体验。 | 适合多种场景使用，满足日常听歌需求。,陈星双耳蓝牙5.0真无线耳机，采用先进的5.0蓝牙技术，确保信号稳定传输更远；真无线设计让左右耳可以独立控制，操作便捷；支持音乐播放，带来高品质的音频体验。适用于各种场合，是您日常听歌的理想选择。,0,4,6,1,1,1,真无线不一定支持左右耳独立控制；卖点数量为4
624112334484,3C数码,耳机,品牌=Jabra/捷波朗 | 佩戴方式=挂耳式 | 耳机类别=真无线耳机 | 耳机与播放设备连接方式=蓝牙连接 | 蓝牙版本=4.2 | 功能=多点连接,6,Jabra捷波朗真无线挂耳式蓝牙4.2耳机,支持多点连接，轻松切换设备 | 采用蓝牙4.2技术，传输稳定 | 挂耳式设计，佩戴舒适稳固,Jabra捷波朗真无线挂耳式蓝牙4.2耳机，专为追求高效便捷生活的用户设计。支持多点连接功能，可同时连接两台设备，无缝切换使用场景；采用先进的蓝牙4.2技术，确保音质传输稳定无延迟；挂耳式设计，佩戴稳固舒适，适合长时间使用。,1,3,6,1,1,1,蓝牙4.2不足以支持无延迟结论
15246761632,3C数码,键盘,品牌=双飞燕 | 接口类型=USB | 是否无线=有线 | 是否机械键盘=否 | 是否有多媒体功能键=有 | 有无手托=有,6,双飞燕有线USB接口多媒体功能键带手托键盘,采用有线USB接口设计，传输稳定速度快 | 配备多媒体功能键，操作便捷高效 | 带手托设计，长时间使用更加舒适,这款双飞燕有线键盘，通过USB接口连接电脑，传输稳定快速。键盘设有多媒体功能键，方便快捷地调整音量、播放音乐等。同时，键盘配有手托设计，长时间使用也能保持舒适度。,1,5,5,1,0,1,未发现明显事实错误；非机械键盘未表达
543556617866,3C数码,键盘,品牌=Hello Kitty | 型号=kt-201 | 接口类型=USB | 是否无线=有线 | 是否机械键盘=否 | 是否有多媒体功能键=无 | 有无手托=无,7,Hello Kitty kt-201 USB有线键盘,采用USB有线连接，传输稳定速度快 | 简约设计，适合多种办公环境使用 | Hello Kitty可爱图案，彰显个性魅力,这款Hello Kitty kt-201键盘采用USB有线连接方式，确保了稳定的信号传输和快速的数据交换。外观设计简洁大方，适合各种办公场合使用。键盘表面印有可爱的Hello Kitty图案，不仅实用还具有很高的装饰性。,1,4,4,1,1,1,品牌为Hello Kitty不能证明键盘表面带有其图案；三个否定属性未表达
559685535453,3C数码,键盘,品牌=翼蛇 | 型号=K6 | 接口类型=USB | 是否无线=有线 | 是否机械键盘=是 | 是否有多媒体功能键=有 | 有无手托=无,7,翼蛇K6有线USB机械键盘,采用USB有线连接，传输稳定速度快 | 内置机械轴体，手感出色耐用性强 | 配备多媒体快捷键，操作便捷高效,翼蛇K6有线USB机械键盘，采用USB有线连接设计，确保数据传输稳定快速；内置高品质机械轴体，提供卓越的手感体验和长久使用寿命；配备多媒体功能键，方便快捷地进行音量调节等操作。,1,5,6,1,0,1,未发现明显事实错误；无手托未表达
583601853144,3C数码,键盘,品牌=MageGee | 型号=机械风暴套装 | 接口类型=USB | 是否无线=有线 | 是否有多媒体功能键=有 | 有无手托=无,6,MageGee机械风暴套装有线键盘,采用USB接口设计，连接稳定快速 | 配备多媒体功能键，操作便捷高效 | 纯有线设计，避免无线干扰，游戏更流畅,MageGee机械风暴套装有线键盘，专为追求高效办公与游戏体验而设计。采用USB接口，确保连接稳定快速；内置多媒体功能键，方便快捷地调整音量、播放音乐等；纯有线设计有效避免无线信号干扰，确保游戏时的流畅表现。,1,6,5,1,0,1,未发现明显事实错误；无手托未表达
590008960085,3C数码,键盘,品牌=B.O.W | 型号=HB028 | 接口类型=蓝牙 | 是否无线=无线 | 是否机械键盘=否 | 是否有多媒体功能键=无 | 有无手托=无,7,B.O.W HB028 蓝牙无线键盘,采用蓝牙无线连接，操作更灵活便捷 | 适合多种设备使用，无需额外驱动 | 简约设计，适用于各种办公环境,B.O.W HB028 蓝牙无线键盘，采用蓝牙技术，无需USB接收器即可轻松连接电脑、平板等设备。设计简洁实用，适用于多种办公场景，提供流畅的无线输入体验。,1,6,4,1,1,1,未提供免驱和电脑平板兼容信息；三个否定属性未表达
601009119510,3C数码,键盘,"品牌=富德 | 型号=IK8300 | 接口类型=蓝牙,USB | 是否无线=无线 | 是否机械键盘=否 | 是否有多媒体功能键=有 | 有无手托=无",7,富德 IK8300 蓝牙+USB双模无线键盘,支持蓝牙和USB双模连接，灵活适应各种设备 | 具备多媒体功能键，操作便捷高效 | 无线设计减少线缆束缚，提升使用灵活性,富德 IK8300 是一款支持蓝牙和USB双模连接的无线键盘，适用于多种设备。它配备了多媒体功能键，方便快捷地进行音量调节等操作。键盘采用无线设计，无需担心线缆问题，提供更自由的操作体验。,1,5,5,1,0,1,未发现明显事实错误；非机械和无手托未表达
614181544723,3C数码,键盘,品牌=Logitech/罗技 | 接口类型=USB | 是否无线=有线 | 是否机械键盘=是 | 是否有多媒体功能键=有,5,罗技有线机械键盘 USB接口 多媒体功能键,采用罗技品牌，品质保证 | USB接口设计，连接稳定快速 | 有线键盘操作更流畅，无延迟 | 配备多媒体功能键，办公娱乐两相宜,这款罗技有线机械键盘采用USB接口设计，确保连接稳定快速。作为一款机械键盘，它提供更流畅的操作体验，无延迟问题。此外，键盘还配备了多媒体功能键，方便用户在办公和娱乐时切换使用。,0,3,5,1,1,1,有线连接不足以保证无延迟；卖点数量为4
615882518927,3C数码,键盘,品牌=Ajazz/黑爵 | 型号=AK35Ip | 接口类型=USB | 是否无线=有线 | 是否机械键盘=是 | 是否有多媒体功能键=有 | 有无手托=无,7,AJazz 黑爵 AK35Ip 有线机械键盘 USB接口,采用优质机械轴体，提供稳定可靠的打字体验 | 配备多媒体快捷键，办公娱乐两相宜 | USB有线设计，传输稳定不易受干扰,AJazz 黑爵 AK35Ip 是一款有线机械键盘，采用USB接口连接电脑，提供稳定的打字体验。键盘内置多枚多媒体功能键，方便快捷地进行音量调节等操作。键盘采用机械轴体，确保每一次敲击都能带来清晰的反馈。,1,5,6,1,0,1,未发现明显事实错误；无手托未表达
616205758872,3C数码,键盘,品牌=AULA/狼蛛 | 型号=F2068朋克机械键盘 | 接口类型=USB | 是否无线=有线 | 是否机械键盘=是 | 是否有多媒体功能键=有 | 有无手托=无,7,AULA狼蛛F2068朋克机械键盘 USB有线设计,AULA狼蛛F2068朋克机械键盘采用USB有线连接，确保稳定高效的数据传输。 | 该键盘为机械键盘，提供更佳的手感和更长的使用寿命，适合长时间打字使用。 | 配备多媒体功能键，方便快捷地控制音量和播放音乐，提升办公娱乐体验。,AULA狼蛛F2068朋克机械键盘是一款有线连接的高品质键盘，采用机械轴体设计，提供卓越的打字体验。键盘内置多媒体功能键，便于快速调整音量和播放音乐。适用于各种办公和娱乐场景，是追求高效办公和舒适体验的理想选择。,1,5,6,1,0,1,未发现明显事实错误；无手托未表达
617920658390,3C数码,键盘,"品牌=FUNKING | 型号=ifk28 | 接口类型=USB,蓝牙 | 是否无线=无线 | 是否机械键盘=否 | 是否有多媒体功能键=无",6,FUNKING ifk28无线USB蓝牙双模键盘,支持USB和蓝牙双模连接，灵活切换使用场景 | 无线设计减少线缆束缚，提升操作自由度 | 适用于多种设备，满足办公与娱乐需求,FUNKING ifk28无线USB蓝牙双模键盘，采用简约设计，支持USB和蓝牙两种连接方式，方便在不同设备间切换使用。无线设计有效减少线缆干扰，提升操作体验。无论是办公还是娱乐，都能提供便捷高效的输入解决方案。,1,5,4,1,0,1,未发现明显事实错误；非机械和无多媒体键未表达
618733106466,3C数码,键盘,品牌=RK | 型号=S108 | 接口类型=USB | 是否无线=有线 | 是否机械键盘=是 | 是否有多媒体功能键=有 | 有无手托=有,7,RK S108 有线机械键盘 USB接口 多媒体功能键带手托,RK S108采用有线设计，确保稳定高效的输入体验。 | 配备多媒体功能键，轻松控制音量和播放进度，提升办公效率。 | 带手托设计，长时间使用也能保持舒适，减少手腕疲劳。 | USB接口连接，兼容性强，适用于各种电脑设备。,RK S108是一款有线机械键盘，拥有USB接口，适合多种电脑设备。它配备了多媒体功能键，方便快捷地调整音量和播放音乐。键盘还带有手托，长时间使用也能保持舒适，有效减轻手腕压力。,0,7,7,1,0,1,未发现明显事实错误；卖点数量为4
621593735132,3C数码,键盘,品牌=Technology/新盟 | 型号=X9-VR版 | 接口类型=USB | 是否无线=有线 | 是否机械键盘=是 | 是否有多媒体功能键=有 | 有无手托=无,7,Technology新盟X9-VR版有线机械键盘,采用USB接口设计，连接稳定快速 | 内置多媒体功能键，操作便捷高效 | 纯机械键盘手感，敲击体验更佳,Technology新盟X9-VR版有线机械键盘，专为追求高效办公与游戏体验而设计。采用USB接口，确保连接稳定；配备多媒体功能键，方便快捷地调整音量等设置；纯机械键盘提供卓越的手感，带来更流畅的输入体验。,1,4,6,1,0,1,未发现明显事实错误；无手托未表达
8443620439,3C数码,键盘,品牌=ViewSonic/优派 | 接口类型=USB | 是否无线=有线 | 是否机械键盘=否 | 是否有多媒体功能键=有 | 有无手托=无,6,ViewSonic优派有线USB接口标准键盘,采用有线设计，传输稳定可靠 | 配备多媒体功能键，操作便捷高效 | 符合标准接口，兼容多种电脑设备,这款ViewSonic优派键盘采用有线USB接口设计，确保数据传输稳定可靠。键盘设有多媒体功能键，方便快捷地调整音量、播放音乐等。适用于各种电脑设备，操作简便，是您办公娱乐的理想选择。,1,3,4,1,0,1,未发现明显事实错误；非机械和无手托未表达
2859211238,3C数码,鼠标,品牌=Logitech/罗技 | 接口类型=USB | 工作方式=光电 | 光学分辨率=其他/other | 按键数=11,5,罗技光电USB接口11键鼠标,采用光电技术，精准定位更稳定 | USB接口设计，即插即用方便快捷 | 11个独立按键，操作更高效,这款罗技光电USB接口11键鼠标，采用光电技术确保精准定位，USB接口设计让使用更加便捷，11个独立按键满足多种操作需求，是您办公和游戏的理想选择。,1,3,4,1,1,1,光电工作方式不能推出精准稳定的定位性能；分辨率为占位值且未表达
42149170939,3C数码,鼠标,品牌=Microsoft/微软 | 工作方式=蓝影 | 光学分辨率=1000dpi | 按键数=4个 | 无线技术=2.4GHz | 电源方式=1节5号电池,6,Microsoft/微软 1000dpi 蓝影 2.4GHz无线 4键鼠标,采用1000dpi蓝影光学技术，精准定位，操作更流畅 | 2.4GHz无线连接，信号稳定，无延迟 | 内置1节5号电池供电，使用便捷，续航持久,这款Microsoft/微软鼠标配备1000dpi蓝影光学传感器，确保精准定位；采用2.4GHz无线技术，提供稳定无延迟的连接体验；内置1节5号电池供电，操作便捷，续航能力强。,1,5,6,1,3,1,1000dpi不能推出精准定位；2.4GHz不能保证无延迟，且未提供续航数据
544826941132,3C数码,鼠标,品牌=Logitech/罗技 | 接口类型=串口 | 工作方式=光电 | 光学分辨率=8200dpi | 按键数=10个 | 无线技术=2.4GHz | 电源方式=一节五号电池,7,罗技光电串口鼠标 8200dpi 2.4G无线 10键设计,采用8200dpi高精度光电传感器，确保精准定位 | 内置一节五号电池供电，无需外接电源 | 2.4GHz无线传输技术，信号稳定无干扰,这款罗技光电串口鼠标具备8200dpi高精度光电传感器，提供卓越的定位准确性。它采用一节五号电池供电，方便快捷。通过2.4GHz无线技术，实现稳定高效的无线连接。,1,5,7,1,2,1,8200dpi不能推出精准定位，且2.4GHz不能保证完全无干扰
565468950564,3C数码,鼠标,品牌=富德 | 型号=V1 | 工作方式=光电 | 光学分辨率=1600dpi | 按键数=3个 | 无线技术=2.4GHz | 电源方式=1节5号电池,7,富德V1光电2.4G无线鼠标,采用1600dpi高精度光电技术，确保操作流畅无延迟 | 配备2.4G无线传输，提供稳定可靠的连接体验 | 内置1节5号电池供电，方便快捷更换,富德V1光电2.4G无线鼠标，拥有1600dpi高精度光电分辨率，确保精准定位；采用2.4G无线技术，连接稳定可靠；内置1节5号电池供电，使用便捷。,1,5,6,1,2,1,1600dpi不能推出精准定位或保证无延迟；3个按键未表达
